ID	DOCULECT	CONCEPT	IPA	COGID	SOURCE_COGNATE_CLASS	NOTE	PARTIAL	PARTIALIDS	CONCEPTICON_ID	TOKENS	CLPA	GLOTTOLOG
28199	Hefei	the lower level (below)	tsๅ²⁴ɕia⁰	963	底下	[2]	底下	739 740	690	ts ɿ ²⁴ ɕ i a ⁰	c015 v082 t008 c202 v191 v130 t023	mand1415
28200	Yangzhou	the lower level (below)	xɑ⁵⁵tʰɤɯ⁰	965	下頭		下頭	740 741	690	x ɑ ⁵⁵ tʰ ɤ ɯ ⁰	c772 v089 t041 c136 v084 v081 t023	mand1415
28201	Yangzhou	the lower level (below)	ti⁴²ɕiɑ⁰	963	底下	[2]	底下	739 740	690	t i ⁴² ɕ i ɑ ⁰	c118 v191 t027 c202 v191 v089 t023	mand1415
28202	Suzhou	the lower level (below)	ɦo³¹₂₂dʏ²⁴₃₃	965	下頭		下頭	740 741	690	ɦ o ³¹ d ʏ ²⁴	c397 v042 t014 c143 v173 t008	wuch1236
28203	Wenzhou	the lower level (below)	ho²⁴mai¹¹	967	下面		下面	740 743	690	h o ²⁴ m a i ¹¹	c401 v042 t008 c239 v130 v191 t021	wuch1236
28204	Changsha	the lower level (below)	xa²¹təu⁰	965	下頭		下頭	740 741	690	x a ²¹ t ə u ⁰	c772 v130 t004 c118 v155 v027 t023	xian1251
28205	Nanchang	the lower level (below)	ha³¹tʰɛu²⁴	965	下頭		下頭	740 741	690	h a ³¹ tʰ ɛ u ²⁴	c401 v130 t014 c136 v229 v027 t008	gan1239
28206	Nanchang	the lower level (below)	ha³¹tit⁵	969	! 下□	[2]	下A	740 745	690	h a ³¹ t i t ⁵	c401 v130 t014 c118 v191 c118 t035	gan1239
28207	Meixian	the lower level (below)	ha²⁴pɔi⁴²	970	下背		下背	740 746	690	h a ²⁴ p ɔ i ⁴²	c401 v130 t008 c288 v067 v191 t027	hak1236
28208	Guangzhou	the lower level (below)	ha²²pin²²	971	下便	[*]	下便	740 747	690	h a ²² p i n ²²	c401 v130 t002 c288 v191 c105 t002	yuec1235
28209	Yangjiang	the lower level (below)	ha⁴⁵⁴tɐi³³	972	下低		下低	740 748	690	h a ⁴⁵⁴ t ɐ i ³³	c401 v130 t034 c118 v119 v191 t013	yuec1235
28210	Xiamen	the lower level (below)	e³³₁₁kʰa⁴⁴	973	下骹	SIC! 44 checked from source @JML	下骹	740 749	690	e ³³ kʰ a ⁴⁴	v200 t013 c813 v130 t030	minn1241
28211	Xiamen	the lower level (below)	e³³₁₁bin³³	967	下面	[2]	下面	740 743	690	e ³³ b i n ³³	v200 t013 c254 v191 c105 t013	minn1241
28212	Xiamen	the lower level (below)	e³³₁₁tue⁵¹	964	下底	[3]	下底	740 739	690	e ³³ t u e ⁵¹	v200 t013 c118 v027 v200 t038	minn1241
28213	Chaozhou	the lower level (below)	e³⁵₂₁põi⁵⁵	974	下畔		下畔	740 750	690	e ³⁵ p õ i ∼ ⁵⁵	v200 t017 c288 v038 v191 m002 t041	min1241
28214	Fuzhou	the lower level (below)	a²⁴²₃₁lɛ³¹	964	下底		下底	740 739	690	a ²⁴² l ɛ ³¹	v130 t009 c548 v229 t014	mind1253
26838	Beijing	the male dog	kuŋ⁵⁵kou²¹⁴	403	公狗		公狗	181 182	2480	k u ŋ ⁵⁵ k o u ²¹⁴	c831 v027 c795 t041 c831 v042 v027 t007	mand1415
26839	Jinan	the male dog	ia⁴²kou⁵⁵	408	牙狗		牙狗	183 182	2480	i a ⁴² k o u ⁵⁵	v191 v130 t027 c831 v042 v027 t041	mand1415
26840	Shenyang	the male dog	ia³⁵kou²¹³	408	牙狗		牙狗	183 182	2480	i a ³⁵ k o u ²¹³	v191 v130 t017 c831 v042 v027 t006	mand1415
26841	Xian	the male dog	kuoŋ²¹kou⁵³	403	公狗		公狗	181 182	2480	k u o ŋ ²¹ k o u ⁵³	c831 v027 v042 c795 t004 c831 v042 v027 t037	mand1415
26842	Chengdu	the male dog	koŋ⁴⁴kəu⁵³	403	公狗		公狗	181 182	2480	k o ŋ ⁴⁴ k ə u ⁵³	c831 v042 c795 t030 c831 v155 v027 t037	mand1415
26843	Kunming	the male dog	koŋ⁴⁴kəu⁵³	403	公狗		公狗	181 182	2480	k o ŋ ⁴⁴ k ə u ⁵³	c831 v042 c795 t030 c831 v155 v027 t037	mand1415
26844	Hefei	the male dog	kəŋ²¹²kɯ²⁴	403	公狗		公狗	181 182	2480	k ə ŋ ²¹² k ɯ ²⁴	c831 v155 c795 t005 c831 v081 t008	mand1415
26845	Yangzhou	the male dog	koŋ³¹kɤɯ⁴²	403	公狗		公狗	181 182	2480	k o ŋ ³¹ k ɤ ɯ ⁴²	c831 v042 c795 t014 c831 v084 v081 t027	mand1415
26846	Yangzhou	the male dog	ɑ³⁴kɤɯ⁴²	409	兒狗	[2]	兒狗	184 182	2480	ɑ ³⁴ k ɤ ɯ ⁴²	v089 t016 c831 v084 v081 t027	mand1415
26847	Suzhou	the male dog	ioŋ²⁴₂₂kʏ⁴¹₄₄	410	雄狗		雄狗	185 182	2480	i o ŋ ²⁴ k ʏ ⁴¹	v191 v042 c795 t008 c831 v173 t029	wuch1236
26848	Wenzhou	the male dog	ɦyoŋ³¹kau⁴⁵	410	雄狗		雄狗	185 182	2480	ɦ y o ŋ ³¹ k a u ⁴⁵	c397 v166 v042 c795 t014 c831 v130 v027 t033	wuch1236
26849	Changsha	the male dog	kəu⁴¹kən³³tsɿ⁰	405	狗公子		狗公子	182 181 186	2480	k ə u ⁴¹ k ə n ³³ ts ɿ ⁰	c831 v155 v027 t029 c831 v155 c105 t013 c015 v082 t023	xian1251
26850	Changsha	the male dog	kəu⁴¹ku⁴¹tsɿ⁰	407	狗牯子	[2]	狗牯子	182 187 186	2480	k ə u ⁴¹ k u ⁴¹ ts ɿ ⁰	c831 v155 v027 t029 c831 v027 t029 c015 v082 t023	xian1251
26851	Nanchang	the male dog	kiɛu²¹³kuŋ⁴².	404	狗公		狗公	182 181	2480	k i ɛ u ²¹³ k u ŋ ⁴²	c831 v191 v229 v027 t006 c831 v027 c795 t027	gan1239
26852	Meixian	the male dog	kɛu³¹ku³¹	406	狗牯		狗牯	182 187	2480	k ɛ u ³¹ k u ³¹	c831 v229 v027 t014 c831 v027 t014	hak1236
26853	Guangzhou	the male dog	kɐu³⁵kʊŋ⁵⁵	404	狗公		狗公	182 181	2480	k ɐ u ³⁵ k ʊ ŋ ⁵⁵	c831 v119 v027 t017 c831 v056 c795 t041	yuec1235
26854	Yangjiang	the male dog	kɐu²¹kʊŋ³³	404	狗公		狗公	182 181	2480	k ɐ u ²¹ k ʊ ŋ ³³	c831 v119 v027 t004 c831 v056 c795 t013	yuec1235
26855	Xiamen	the male dog	kau⁵¹₅₅kaŋ⁵⁵	404	狗公		狗公	182 181	2480	k a u ⁵¹ k a ŋ ⁵⁵	c831 v130 v027 t038 c831 v130 c795 t041	minn1241
26856	Chaozhou	the male dog	kat⁵³₂₄kou⁵³₂₁	406	狗牯		狗牯	182 187	2480	k a t ⁵³ k o u ⁵³	c831 v130 c118 t037 c831 v042 v027 t037	min1241
26857	Chaozhou	the male dog	kau⁵³₂₄kaŋ³³	404	狗公	[2]	狗公	182 181	2480	k a u ⁵³ k a ŋ ³³	c831 v130 v027 t037 c831 v130 c795 t013	min1241
26858	Fuzhou	the male dog	kʰeiŋ³¹	411	犬〔雄〕		犬	188	2480	kʰ e i ŋ ³¹	c813 v200 v191 c795 t014	mind1253
26634	Beijing	the male pig	kuŋ⁵⁵tʂu⁵⁵	997	公豬		公豬	77 78	2487	k u ŋ ⁵⁵ tʂ u ⁵⁵	c831 v027 c795 t041 c175 v027 t041	mand1415
26635	Jinan	the male pig	tɕyŋ³¹tʂu²¹³	1023	豬		M豬	79 78	2487	tɕ y ŋ ³¹ tʂ u ²¹³	c198 v166 c795 t014 c175 v027 t006	mand1415
26636	Shenyang	the male pig	pʰau³⁵lan³¹³₂₁tsɿ⁰	1033	麅 卵子	[*]	麅卵子	80 81 82	2487	pʰ a u ³⁵ l a n ³¹³ ts ɿ ⁰	c261 v130 v027 t017 c548 v130 c105 t015 c015 v082 t023	mand1415
26637	Xian	the male pig	kuoŋ²¹₂₄pfu²¹	997	公豬		公豬	77 78	2487	k u o ŋ ²¹ pf u ²¹	c831 v027 v042 c795 t004 c420 v027 t004	mand1415
26638	Chengdu	the male pig	koŋ⁴⁴tsu⁴⁴	997	公豬		公豬	77 78	2487	k o ŋ ⁴⁴ ts u ⁴⁴	c831 v042 c795 t030 c015 v027 t030	mand1415
26639	Kunming	the male pig	koŋ⁴⁴tʂu⁴⁴	997	公豬		公豬	77 78	2487	k o ŋ ⁴⁴ tʂ u ⁴⁴	c831 v042 c795 t030 c175 v027 t030	mand1415
26640	Hefei	the male pig	tɕyəʔ⁴tʂu²¹²	1064	絕 豬	[*]	絕豬	83 78	2487	tɕ y ə ʔ ⁴ tʂ u ²¹²	c198 v166 v155 c405 t026 c175 v027 t005	mand1415
26641	Yangzhou	the male pig	koŋ³¹tsu³¹	997	公豬		公豬	77 78	2487	k o ŋ ³¹ ts u ³¹	c831 v042 c795 t014 c015 v027 t014	mand1415
26642	Suzhou	the male pig	ioŋ²⁴₂₂tsʮ⁴⁴	1075	雄豬		雄豬	84 78	2487	i o ŋ ²⁴ ts ʮ ⁴⁴	v191 v042 c795 t008 c015 v010 t030	wuch1236
26643	Wenzhou	the male pig	ɦyoŋ³¹tsei⁴⁴	1075	雄豬		雄豬	84 78	2487	ɦ y o ŋ ³¹ ts e i ⁴⁴	c397 v166 v042 c795 t014 c015 v200 v191 t030	wuch1236
26644	Changsha	the male pig	tɕy³³kən³³	1007	豬公		豬公	78 77	2487	tɕ y ³³ k ə n ³³	c198 v166 t013 c831 v155 c105 t013	xian1251
26645	Changsha	the male pig	kən³³tsɿ⁰	998	公子	[2]	公子	77 82	2487	k ə n ³³ ts ɿ ⁰	c831 v155 c105 t013 c015 v082 t023	xian1251
26646	Nanchang	the male pig	kuŋ⁴²tɕy⁴²	997	公豬		公豬	77 78	2487	k u ŋ ⁴² tɕ y ⁴²	c831 v027 c795 t027 c198 v166 t027	gan1239
26647	Meixian	the male pig	tsu⁴⁴kɔ⁴⁴	1008	豬哥		豬哥	78 85	2487	ts u ⁴⁴ k ɔ ⁴⁴	c015 v027 t030 c831 v067 t030	hak1236
26648	Guangzhou	the male pig	tʃy⁵⁵kʊŋ⁵⁵	1007	豬公		豬公	78 77	2487	tʃ y ⁵⁵ k ʊ ŋ ⁵⁵	c645 v166 t041 c831 v056 c795 t041	yuec1235
26649	Guangzhou	the male pig	tʃy⁵³lɔŋ²¹₃₅	1009	豬郞	[2]	豬郞	78 86	2487	tʃ y ⁵³ l ɔ ŋ ²¹	c645 v166 t037 c548 v067 c795 t004	yuec1235
26650	Yangjiang	the male pig	tʃi³³lɔŋ⁴⁴³	1009	豬郞		豬郞	78 86	2487	tʃ i ³³ l ɔ ŋ ⁴⁴³	c645 v191 t013 c548 v067 c795 t031	yuec1235
26651	Xiamen	the male pig	ti⁵⁵₃₃ko⁵⁵	1008	豬哥		豬哥	78 85	2487	t i ⁵⁵ k o ⁵⁵	c118 v191 t041 c831 v042 t041	minn1241
26652	Chaozhou	the male pig	tɯ³³₂₃ko³³	1008	豬哥		豬哥	78 85	2487	t ɯ ³³ k o ³³	c118 v081 t013 c831 v042 t013	min1241
26653	Fuzhou	the male pig	ty⁴⁴₅₂ɞyʔ²³	1010	豬角	[*]	豬角	78 87	2487	t y ⁴⁴ ɞ y ʔ ²³	c118 v166 t030 v106 v166 c405 t003	mind1253
27864	Beijing	the man (male human)	nan³⁵ʐən⁰	778	男人		男人	549 550	1554	n a n ³⁵ ʐ ə n ⁰	c105 v130 c105 t017 c700 v155 c105 t023	mand1415
27865	Beijing	the man (male human)	nan³⁵tə⁰	780	男的	[2]	男的	549 551	1554	n a n ³⁵ t ə ⁰	c105 v130 c105 t017 c118 v155 t023	mand1415
27866	Beijing	the man (male human)	ie³⁵mən⁰	786	爺們	[3]	爺們	552 553	1554	i e ³⁵ m ə n ⁰	v191 v200 t017 c239 v155 c105 t023	mand1415
27867	Jinan	the man (male human)	næ̃⁴²ʐẽ⁰	778	男人		男人	549 550	1554	n æ̃ ∼ ⁴² ʐ ẽ ∼ ⁰	c105 v197 m002 t027 c700 v201 m002 t023	mand1415
27868	Jinan	the man (male human)	næ̃⁴²ti⁰	780	男的	[2]	男的	549 551	1554	n æ̃ ∼ ⁴² t i ⁰	c105 v197 m002 t027 c118 v191 t023	mand1415
27869	Jinan	the man (male human)	ie⁴²mẽr⁰	787	爺門兒	[3]	爺門	552 554	1554	i e ⁴² m ẽ ∼ r ⁰	v191 v200 t027 c239 v201 m002 c151 t023	mand1415
27870	Shenyang	the man (male human)	nan³⁵in⁰	778	男人		男人	549 550	1554	n a n ³⁵ i n ⁰	c105 v130 c105 t017 v191 c105 t023	mand1415
27871	Xian	the man (male human)	næ̃²⁴ʐẽ⁰	778	男人		男人	549 550	1554	n æ̃ ∼ ²⁴ ʐ ẽ ∼ ⁰	c105 v197 m002 t008 c700 v201 m002 t023	mand1415
27872	Chengdu	the man (male human)	nan³¹ni⁴⁴	780	男的		男的	549 551	1554	n a n ³¹ n i ⁴⁴	c105 v130 c105 t014 c105 v191 t030	mand1415
27873	Kunming	the man (male human)	nã³¹ʐə̃³¹	781	男入		男入	549 555	1554	n ã ∼ ³¹ ʐ ə̃ ∼ ³¹	c105 v147 m002 t014 c700 v153 m002 t014	mand1415
27874	Hefei	the man (male human)	næ̃⁵⁵tə⁰	780	男的		男的	549 551	1554	n æ̃ ∼ ⁵⁵ t ə ⁰	c105 v197 m002 t041 c118 v155 t023	mand1415
27875	Yangzhou	the man (male human)	lɛ̃³⁴ləŋ³⁴tɕiɑ⁰	779	男人家		男人家	549 550 556	1554	l ɛ̃ ∼ ³⁴ l ə ŋ ³⁴ tɕ i ɑ ⁰	c548 v231 m002 t016 c548 v155 c795 t016 c198 v191 v089 t023	mand1415
27876	Suzhou	the man (male human)	nø²⁴₂₂ȵin²⁴₃₃	778	男人		男人	549 550	1554	n ø ²⁴ nʲ i n ²⁴	c105 v171 t008 c099 v191 c105 t008	wuch1236
27877	Wenzhou	the man (male human)	nø³¹gei⁰	782	! 男□		男B	549 557	1554	n ø ³¹ g e i ⁰	c105 v171 t014 c824 v200 v191 t023	wuch1236
27878	Wenzhou	the man (male human)	nø³¹tsๅ⁴⁵kʰa²³	784	男子客	[2]	男子客	549 558 559	1554	n ø ³¹ ts ɿ ⁴⁵ kʰ a ²³	c105 v171 t014 c015 v082 t033 c813 v130 t003	wuch1236
27879	Changsha	the man (male human)	lan¹³zən¹³	778	男人		男人	549 550	1554	l a n ¹³ z ə n ¹³	c548 v130 c105 t020 c078 v155 c105 t020	xian1251
27880	Nanchang	the man (male human)	lan⁵⁵ȵin⁵⁵	778	男人		男人	549 550	1554	l a n ⁵⁵ nʲ i n ⁵⁵	c548 v130 c105 t041 c099 v191 c105 t041	gan1239
27881	Meixian	the man (male human)	nam¹²tsๅ³¹ȵin¹²	783	男子人		男子人	549 558 550	1554	n a m ¹² ts ɿ ³¹ nʲ i n ¹²	c105 v130 c239 t019 c015 v082 t014 c099 v191 c105 t019	hak1236
27882	Guangzhou	the man (male human)	nam²¹jɐn²¹₃₅	778	男人		男人	549 550	1554	n a m ²¹ j ɐ n ²¹	c105 v130 c239 t004 c564 v119 c105 t004	yuec1235
27883	Guangzhou	the man (male human)	lou²³₃₅	789	佬	[2]	佬	560	1554	l o u ²³	c548 v042 v027 t003	yuec1235
27884	Yangjiang	the man (male human)	lou²¹tʃɐi²¹	790	佬仔		佬仔	560 561	1554	l o u ²¹ tʃ ɐ i ²¹	c548 v042 v027 t004 c645 v119 v191 t004	yuec1235
27885	Xiamen	the man (male human)	ta⁵⁵₃₃po⁵⁵₃₃laŋ²⁴	792	!  埔 人	[*]	A埔人	562 563 550	1554	t a ⁵⁵ p o ⁵⁵ l a ŋ ²⁴	c118 v130 t041 c288 v042 t041 c548 v130 c795 t008	minn1241
27886	Chaozhou	the man (male human)	ta³³₂₃pou³³	791	!  埔	[*]	A埔	562 563	1554	t a ³³ p o u ³³	c118 v130 t013 c288 v042 v027 t013	min1241
27887	Fuzhou	the man (male human)	touŋ⁵²₃₁muɔ⁴⁴nøyŋ⁵²	793	唐 埔 人	[*]	唐埔人	564 563 550	1554	t o u ŋ ⁵² m u ɔ ⁴⁴ n ø y ŋ ⁵²	c118 v042 v027 c795 t036 c239 v027 v067 t030 c105 v171 v166 c795 t036	mind1253
27888	Fuzhou	the man (male human)	naŋ⁵²₃₁ŋai²¹³	785	男界	[2][*]	男界	549 565	1554	n a ŋ ⁵² ŋ a i ²¹³	c105 v130 c795 t036 c795 v130 v191 t006	mind1253
27094	Beijing	the meat	ʐou⁵¹	471	〔豬〕肉		肉	243	634	ʐ o u ⁵¹	c700 v042 v027 t038	mand1415
27095	Jinan	the meat	ʐou²¹	471	〔豬〕肉		肉	243	634	ʐ o u ²¹	c700 v042 v027 t004	mand1415
27096	Shenyang	the meat	iou⁴¹	471	〔豬〕肉		肉	243	634	i o u ⁴¹	v191 v042 v027 t029	mand1415
27097	Xian	the meat	ʐou⁴⁵	471	〔豬〕肉		肉	243	634	ʐ o u ⁴⁵	c700 v042 v027 t033	mand1415
27098	Chengdu	the meat	zəu¹³	471	〔豬〕肉		肉	243	634	z ə u ¹³	c078 v155 v027 t020	mand1415
27099	Kunming	the meat	ʐəu¹³	471	〔豬〕肉		肉	243	634	ʐ ə u ¹³	c700 v155 v027 t020	mand1415
27100	Hefei	the meat	[tʂu⁴⁴]ʐəu¹³	471	〔豬〕肉	! missing entry	肉	243	634	ʐ əu ¹³	c700 d029 t020	mand1415
27101	Yangzhou	the meat	lɤɯ⁵⁵	471	〔豬〕肉		肉	243	634	l ɤ ɯ ⁵⁵	c548 v084 v081 t041	mand1415
27102	Suzhou	the meat	tsʮ⁴⁴ȵioʔ²³₂₁	471	豬肉		肉	243	634	nʲ i o ʔ ²³	c099 v191 v042 c405 t003	wuch1236
27103	Suzhou	the meat	ȵioʔ²³	471	肉	[2]	肉	243	634	nʲ i o ʔ ²³	c099 v191 v042 c405 t003	wuch1236
27104	Wenzhou	the meat	ȵiu¹²	471	〔豬〕肉		肉	243	634	nʲ i u ¹²	c099 v191 v027 t019	wuch1236
27105	Changsha	the meat	zeu²⁴	471	〔豬〕肉		肉	243	634	z e u ²⁴	c078 v200 v027 t008	xian1251
27106	Nanchang	the meat	ȵiuk⁵	471	〔豬〕肉		肉	243	634	nʲ i u k ⁵	c099 v191 v027 c831 t035	gan1239
27107	Meixian	the meat	ȵiɔk²¹	471	〔豬〕肉		肉	243	634	nʲ i ɔ k ²¹	c099 v191 v067 c831 t004	hak1236
27108	Guangzhou	the meat	jʊk²	471	〔豬〕肉		肉	243	634	j ʊ k ²	c564 v056 c831 t001	yuec1235
27109	Yangjiang	the meat	jʊk⁴⁵⁴	471	〔豬〕肉		肉	243	634	j ʊ k ⁴⁵⁴	c564 v056 c831 t034	yuec1235
27110	Xiamen	the meat	baʔ³²	472	〔豬〕艤		艤	244	634	b a ʔ ³²	c254 v130 c405 t011	minn1241
27111	Chaozhou	the meat	nek⁴	471	〔豬〕肉		肉	243	634	n e k ⁴	c105 v200 c831 t026	min1241
27112	Fuzhou	the meat	nyʔ⁴	471	〔豬〕肉		肉	243	634	n y ʔ ⁴	c105 v166 c405 t026	mind1253
30314	Xiamen	the meat	mãʔ³²	472	〔豬〕艤		艤	244	634	m ã ∼ ʔ ³²	c239 v147 m002 c405 t011	minn1241
27073	Beijing	the moon	ye⁵¹liaŋ⁰	467	月亮		月亮	238 239	1313	y e ⁵¹ l i a ŋ ⁰	v166 v200 t038 c548 v191 v130 c795 t023	mand1415
27074	Jinan	the moon	ye²¹liaŋ⁰	467	月亮		月亮	238 239	1313	y e ²¹ l i a ŋ ⁰	v166 v200 t004 c548 v191 v130 c795 t023	mand1415
27075	Shenyang	the moon	ye⁴¹liaŋ⁰	467	月亮		月亮	238 239	1313	y e ⁴¹ l i a ŋ ⁰	v166 v200 t029 c548 v191 v130 c795 t023	mand1415
27076	Xian	the moon	ye²¹liɑŋ⁰	467	月亮		月亮	238 239	1313	y e ²¹ l i ɑ ŋ ⁰	v166 v200 t004 c548 v191 v089 c795 t023	mand1415
27077	Chengdu	the moon	ye³¹niaŋ¹³	467	月亮		月亮	238 239	1313	y e ³¹ n i a ŋ ¹³	v166 v200 t014 c105 v191 v130 c795 t020	mand1415
27078	Kunming	the moon	ie³¹₁₃liã¹³	467	月亮		月亮	238 239	1313	i e ³¹ l i ã ∼ ¹³	v191 v200 t014 c548 v191 v147 m002 t020	mand1415
27079	Hefei	the moon	yəʔ⁴niã⁵³	467	月亮		月亮	238 239	1313	y ə ʔ ⁴ n i ã ∼ ⁵³	v166 v155 c405 t026 c105 v191 v147 m002 t037	mand1415
27080	Yangzhou	the moon	yeʔ⁴liɑŋ⁵⁵	467	月亮		月亮	238 239	1313	y e ʔ ⁴ l i ɑ ŋ ⁵⁵	v166 v200 c405 t026 c548 v191 v089 c795 t041	mand1415
27081	Yangzhou	the moon	liɑŋ⁵⁵₃₄yəʔ⁴tsɛ⁰	470	亮月子	[2]	亮月子	239 238 240	1313	l i ɑ ŋ ⁵⁵ y ə ʔ ⁴ ts ɛ ⁰	c548 v191 v089 c795 t041 v166 v155 c405 t026 c015 v229 t023	mand1415
27082	Suzhou	the moon	ŋɣʔ²³liaŋ³¹₂₁	467	月亮 ？		月亮	238 239	1313	ŋ ɣ ʔ ²³ l i a ŋ ³¹	c795 c774 c405 t003 c548 v191 v130 c795 t014	wuch1236
27083	Wenzhou	the moon	ȵy¹²kuɔ⁴⁴	468	月光		月光	238 241	1313	nʲ y ¹² k u ɔ ⁴⁴	c099 v166 t019 c831 v027 v067 t030	wuch1236
27084	Changsha	the moon	ye²⁴lian²¹	467	月亮		月亮	238 239	1313	y e ²⁴ l i a n ²¹	v166 v200 t008 c548 v191 v130 c105 t004	xian1251
27085	Nanchang	the moon	ȵiɔt⁵kuɔŋ⁴²	468	月光		月光	238 241	1313	nʲ i ɔ t ⁵ k u ɔ ŋ ⁴²	c099 v191 v067 c118 t035 c831 v027 v067 c795 t027	gan1239
27086	Meixian	the moon	ȵiat⁴kuɔŋ⁴⁴	468	月光		月光	238 241	1313	nʲ i a t ⁴ k u ɔ ŋ ⁴⁴	c099 v191 v130 c118 t026 c831 v027 v067 c795 t030	hak1236
27087	Guangzhou	the moon	jyt²²kwɔŋ⁵⁵	468	月光		月光	238 241	1313	j y t ²² k w ɔ ŋ ⁵⁵	c564 v166 c118 t002 c831 c457 v067 c795 t041	yuec1235
27088	Yangjiang	the moon	jit⁴⁵⁴liɛŋ⁴⁵⁴	467	月亮		月亮	238 239	1313	j i t ⁴⁵⁴ l i ɛ ŋ ⁴⁵⁴	c564 v191 c118 t034 c548 v191 v229 c795 t034	yuec1235
27089	Xiamen	the moon	geʔ⁵	466	月		月	238	1313	g e ʔ ⁵	c824 v200 c405 t035	minn1241
27090	Xiamen	the moon	geʔ⁵₃₂nĩũ²⁴	469	月娘	[2]	月娘	238 242	1313	g e ʔ ⁵ n ĩ ũ ∼ ²⁴	c824 v200 c405 t035 c105 v193 v025 m002 t008	minn1241
27091	Chaozhou	the moon	gueʔ⁴	466	月		月	238	1313	g u e ʔ ⁴	c824 v027 v200 c405 t026	min1241
27092	Chaozhou	the moon	gueʔ⁴₂₁nie⁵⁵	469	月娘	[2]	月娘	238 242	1313	g u e ʔ ⁴ n i e ⁵⁵	c824 v027 v200 c405 t026 c105 v191 v200 t041	min1241
27093	Fuzhou	the moon	ŋuɔʔ⁴	466	月		月	238	1313	ŋ u ɔ ʔ ⁴	c795 v027 v067 c405 t026	mind1253
26732	Beijing	the mosquito	uən³⁵tsɿ⁰	315	蚊子		蚊子	135 136	1509	u ə n ³⁵ ts ɿ ⁰	v027 v155 c105 t017 c015 v082 t023	mand1415
26733	Jinan	the mosquito	uẽ⁴²tsɿ⁰	315	蚊子		蚊子	135 136	1509	u ẽ ∼ ⁴² ts ɿ ⁰	v027 v201 m002 t027 c015 v082 t023	mand1415
26734	Shenyang	the mosquito	uən³⁵tsɿ⁰	315	蚊子		蚊子	135 136	1509	u ə n ³⁵ ts ɿ ⁰	v027 v155 c105 t017 c015 v082 t023	mand1415
26735	Xian	the mosquito	vẽ²⁴tsɿ⁰	315	蚊子		蚊子	135 136	1509	v ẽ ∼ ²⁴ ts ɿ ⁰	c446 v201 m002 t008 c015 v082 t023	mand1415
26736	Chengdu	the mosquito	uən³¹tsɿ⁵³	315	蚊子		蚊子	135 136	1509	u ə n ³¹ ts ɿ ⁵³	v027 v155 c105 t014 c015 v082 t037	mand1415
26737	Kunming	the mosquito	uə̃³¹tsɿ⁵³	315	蚊子		蚊子	135 136	1509	u ə̃ ∼ ³¹ ts ɿ ⁵³	v027 v153 m002 t014 c015 v082 t037	mand1415
26738	Hefei	the mosquito	un⁵⁵tsə⁰	315	蚊子		蚊子	135 136	1509	u n ⁵⁵ ts ə ⁰	v027 c105 t041 c015 v155 t023	mand1415
26739	Yangzhou	the mosquito	uəŋ³⁴tsɛ⁰	315	蚊子		蚊子	135 136	1509	u ə ŋ ³⁴ ts ɛ ⁰	v027 v155 c795 t016 c015 v229 t023	mand1415
26740	Suzhou	the mosquito	mən²⁴₂₂tsɿ⁴¹₄₄	315	蚊子		蚊子	135 136	1509	m ə n ²⁴ ts ɿ ⁴¹	c239 v155 c105 t008 c015 v082 t029	wuch1236
26741	Wenzhou	the mosquito	maŋ³¹dʑyoŋ³¹	316	蚊蟲		蚊蟲	135 137	1509	m a ŋ ³¹ dʑ y o ŋ ³¹	c239 v130 c795 t014 c195 v166 v042 c795 t014	wuch1236
26742	Changsha	the mosquito	mən³³tsɿ⁰	315	蚊子		蚊子	135 136	1509	m ə n ³³ ts ɿ ⁰	c239 v155 c105 t013 c015 v082 t023	xian1251
26743	Nanchang	the mosquito	un⁵⁵tsʰuŋ²⁴	316	蚊蟲		蚊蟲	135 137	1509	u n ⁵⁵ tsʰ u ŋ ²⁴	v027 c105 t041 c013 v027 c795 t008	gan1239
26744	Meixian	the mosquito	mun⁴⁴	314	蚊		蚊	135	1509	m u n ⁴⁴	c239 v027 c105 t030	hak1236
26745	Guangzhou	the mosquito	mɐn²¹₅₅	314	蚊		蚊	135	1509	m ɐ n ²¹	c239 v119 c105 t004	yuec1235
26746	Yangjiang	the mosquito	mɐn⁴⁴³tʃʰʊŋ⁴⁴³	316	蚊蟲		蚊蟲	135 137	1509	m ɐ n ⁴⁴³ tʃʰ ʊ ŋ ⁴⁴³	c239 v119 c105 t031 c655 v056 c795 t031	yuec1235
26747	Xiamen	the mosquito	baŋ⁵¹₅₅ã⁵¹	343	蠓仔		蠓A	138 139	1509	b a ŋ ⁵¹ ã ∼ ⁵¹	c254 v130 c795 t038 v147 m002 t038	minn1241
26748	Chaozhou	the mosquito	maŋ⁵³	358	虻		虻	140	1509	m a ŋ ⁵³	c239 v130 c795 t037	min1241
26749	Chaozhou	the mosquito	buŋ³³	314	蚊	[2]	蚊	135	1509	b u ŋ ³³	c254 v027 c795 t013	min1241
26750	Fuzhou	the mosquito	xuŋ⁴⁴muɔŋ⁵²	367	風蚊		風蚊	141 135	1509	x u ŋ ⁴⁴ m u ɔ ŋ ⁵²	c772 v027 c795 t030 c239 v027 v067 c795 t036	mind1253
27977	Beijing	the mother	ma⁵⁵ma⁰	853	媽媽		媽媽	621 621	1216	m a ⁵⁵ m a ⁰	c239 v130 t041 c239 v130 t023	mand1415
